subj,item,condition,order,region,position,RT
16,16,b,SVO,7,-,470
16,16,b,SVO,8,-,899
16,16,b,SVO,?,1,941
16,4,b,SVO,0,adv1,390
16,4,b,SVO,1,d2,428
16,4,b,SVO,2,na,420
16,4,b,SVO,3,adv2,654
16,4,b,SVO,4,v,390
16,4,b,SVO,5,d1,359
16,4,b,SVO,6,np,380
16,4,b,SVO,7,-,369
16,4,b,SVO,8,-,782
16,4,b,SVO,?,1,1056
16,5,a,TSV,0,d1,379
16,5,a,TSV,1,np,411
16,5,a,TSV,2,adv1,372
16,5,a,TSV,3,d2,331
16,5,a,TSV,4,na,388
16,5,a,TSV,5,adv2,319
16,5,a,TSV,6,v,402
16,5,a,TSV,7,-,395
16,5,a,TSV,8,-,379
16,5,a,TSV,9,-,867
16,5,a,TSV,?,1,1372
16,11,a,TSV,0,d1,331
16,11,a,TSV,1,np,407
16,11,a,TSV,2,adv1,325
16,11,a,TSV,3,d2,333
16,11,a,TSV,4,na,333
16,11,a,TSV,5,adv2,303
16,11,a,TSV,6,v,312
16,11,a,TSV,7,-,342
16,11,a,TSV,8,-,632
16,11,a,TSV,?,1,1095
16,1,a,TSV,0,d1,337
16,1,a,TSV,1,np,344
16,1,a,TSV,2,adv1,352
16,1,a,TSV,3,d2,322
16,1,a,TSV,4,na,339
16,1,a,TSV,5,adv2,340
16,1,a,TSV,6,v,293
16,1,a,TSV,7,-,347
16,1,a,TSV,8,-,515
16,1,a,TSV,?,1,1205
16,10,b,SVO,0,adv1,360
16,10,b,SVO,1,d2,350
16,10,b,SVO,2,na,367
16,10,b,SVO,3,adv2,319
16,10,b,SVO,4,v,354
16,10,b,SVO,5,d1,329
16,10,b,SVO,6,np,341
16,10,b,SVO,7,-,327
16,10,b,SVO,8,-,555
16,10,b,SVO,?,1,893
16,7,a,TSV,0,d1,318
16,7,a,TSV,1,np,506
16,7,a,TSV,2,adv1,331
16,7,a,TSV,3,d2,352
16,7,a,TSV,4,na,373
16,7,a,TSV,5,adv2,517
16,7,a,TSV,6,v,432
16,7,a,TSV,7,-,534
16,7,a,TSV,?,1,690
16,14,b,SVO,0,adv1,340
16,14,b,SVO,1,d2,354
16,14,b,SVO,2,na,299
16,14,b,SVO,3,adv2,319
16,14,b,SVO,4,v,305
16,14,b,SVO,5,d1,359
16,14,b,SVO,6,np,295
16,14,b,SVO,7,-,320
16,14,b,SVO,8,-,299
16,14,b,SVO,9,-,521
16,14,b,SVO,?,1,755
16,9,a,TSV,0,d1,333
16,9,a,TSV,1,np,356
16,9,a,TSV,2,adv1,333
16,9,a,TSV,3,d2,372
16,9,a,TSV,4,na,290
16,9,a,TSV,5,adv2,327
16,9,a,TSV,6,v,308
16,9,a,TSV,7,-,324
16,9,a,TSV,8,-,517
16,9,a,TSV,?,0,987
16,15,a,TSV,0,d1,369
16,15,a,TSV,1,np,328
16,15,a,TSV,2,adv1,314
16,15,a,TSV,3,d2,295
16,15,a,TSV,4,na,289
16,15,a,TSV,5,adv2,291
16,15,a,TSV,6,v,291
16,15,a,TSV,7,-,274
16,15,a,TSV,8,-,268
16,15,a,TSV,9,-,666
16,15,a,TSV,?,1,1156
16,6,b,SVO,0,adv1,361
16,6,b,SVO,1,d2,379
16,6,b,SVO,2,na,342
16,6,b,SVO,3,adv2,403
16,6,b,SVO,4,v,341
16,6,b,SVO,5,d1,325
16,6,b,SVO,6,np,318
16,6,b,SVO,7,-,384
16,6,b,SVO,8,-,359
16,6,b,SVO,?,1,1200
16,2,b,SVO,0,adv1,316
16,2,b,SVO,1,d2,375
16,2,b,SVO,2,na,369
16,2,b,SVO,3,adv2,289
16,2,b,SVO,4,v,356
16,2,b,SVO,5,d1,348
16,2,b,SVO,6,np,314
16,2,b,SVO,7,-,340
16,2,b,SVO,8,-,516
16,2,b,SVO,?,1,878
17,2,a,TSV,0,d1,422
17,2,a,TSV,1,np,500
17,2,a,TSV,2,adv1,535
17,2,a,TSV,3,d2,633
17,2,a,TSV,4,na,446
17,2,a,TSV,5,adv2,396
17,2,a,TSV,6,v,439
17,2,a,TSV,7,-,458
17,2,a,TSV,8,-,525
17,2,a,TSV,?,1,1515
17,8,a,TSV,0,d1,445
17,8,a,TSV,1,np,834
17,8,a,TSV,2,adv1,620
17,8,a,TSV,3,d2,614
17,8,a,TSV,4,na,416
17,8,a,TSV,5,adv2,521
17,8,a,TSV,6,v,464
17,8,a,TSV,7,-,479
17,8,a,TSV,8,-,534
17,8,a,TSV,9,-,535
17,8,a,TSV,?,1,1127
17,1,b,SVO,0,adv1,437
17,1,b,SVO,1,d2,673
17,1,b,SVO,2,na,643
17,1,b,SVO,3,adv2,585
17,1,b,SVO,4,v,529
17,1,b,SVO,5,d1,465
17,1,b,SVO,6,np,527
17,1,b,SVO,7,-,538
17,1,b,SVO,8,-,547
17,1,b,SVO,?,0,1610
17,3,b,SVO,0,adv1,502
17,3,b,SVO,1,d2,640
17,3,b,SVO,2,na,582
17,3,b,SVO,3,adv2,582
17,3,b,SVO,4,v,513
17,3,b,SVO,5,d1,549
17,3,b,SVO,6,np,471
17,3,b,SVO,7,-,574
17,3,b,SVO,8,-,525
17,3,b,SVO,9,-,627
17,3,b,SVO,?,1,1274
17,16,a,TSV,0,d1,487
17,16,a,TSV,1,np,572
17,16,a,TSV,2,adv1,578
17,16,a,TSV,3,d2,796
17,16,a,TSV,4,na,630
17,16,a,TSV,5,adv2,686
17,16,a,TSV,6,v,563
17,16,a,TSV,7,-,606
17,16,a,TSV,8,-,603
17,16,a,TSV,?,1,1295
17,15,b,SVO,0,adv1,544
17,15,b,SVO,1,d2,622
17,15,b,SVO,2,na,551
17,15,b,SVO,3,adv2,546
17,15,b,SVO,4,v,551
17,15,b,SVO,5,d1,586
17,15,b,SVO,6,np,524
17,15,b,SVO,7,-,544
17,15,b,SVO,8,-,496
17,15,b,SVO,9,-,487
17,15,b,SVO,?,1,1277
17,12,a,TSV,0,d1,525
17,12,a,TSV,1,np,747
17,12,a,TSV,2,adv1,645
17,12,a,TSV,3,d2,699
17,12,a,TSV,4,na,548
17,12,a,TSV,5,adv2,515
17,12,a,TSV,6,v,593
17,12,a,TSV,7,-,601
17,12,a,TSV,8,-,696
17,12,a,TSV,?,1,1369
17,5,b,SVO,0,adv1,456
17,5,b,SVO,1,d2,597
17,5,b,SVO,2,na,637
17,5,b,SVO,3,adv2,662
17,5,b,SVO,4,v,614
17,5,b,SVO,5,d1,476
17,5,b,SVO,6,np,485
17,5,b,SVO,7,-,535
17,5,b,SVO,8,-,481
17,5,b,SVO,9,-,479
17,5,b,SVO,?,1,1198
17,7,b,SVO,0,adv1,532
17,7,b,SVO,1,d2,656
17,7,b,SVO,2,na,831
17,7,b,SVO,3,adv2,601
17,7,b,SVO,4,v,627
17,7,b,SVO,5,d1,466
17,7,b,SVO,6,np,555
17,7,b,SVO,7,-,573
17,7,b,SVO,?,1,1293
17,10,a,TSV,0,d1,587
17,10,a,TSV,1,np,565
17,10,a,TSV,2,adv1,555
17,10,a,TSV,3,d2,477
17,10,a,TSV,4,na,450
17,10,a,TSV,5,adv2,424
17,10,a,TSV,6,v,489
17,10,a,TSV,7,-,410
17,10,a,TSV,8,-,515
17,10,a,TSV,?,1,1226
17,11,b,SVO,0,adv1,471
17,11,b,SVO,1,d2,1797
17,11,b,SVO,2,na,661
17,11,b,SVO,3,adv2,656
17,11,b,SVO,4,v,662
17,11,b,SVO,5,d1,494
17,11,b,SVO,6,np,508
17,11,b,SVO,7,-,589
17,11,b,SVO,8,-,521
17,11,b,SVO,?,1,1194
17,14,a,TSV,0,d1,489
17,14,a,TSV,1,np,505
17,14,a,TSV,2,adv1,481
17,14,a,TSV,3,d2,502
17,14,a,TSV,4,na,506
17,14,a,TSV,5,adv2,462
17,14,a,TSV,6,v,475
17,14,a,TSV,7,-,457
17,14,a,TSV,8,-,466
17,14,a,TSV,9,-,465
17,14,a,TSV,?,1,1389
17,9,b,SVO,0,adv1,468
17,9,b,SVO,1,d2,608
17,9,b,SVO,2,na,553
17,9,b,SVO,3,adv2,673
17,9,b,SVO,4,v,609
17,9,b,SVO,5,d1,488
17,9,b,SVO,6,np,477
17,9,b,SVO,7,-,513
17,9,b,SVO,8,-,519
17,9,b,SVO,?,1,1162
17,4,a,TSV,0,d1,608
17,4,a,TSV,1,np,620
17,4,a,TSV,2,adv1,532
17,4,a,TSV,3,d2,455
17,4,a,TSV,4,na,476
17,4,a,TSV,5,adv2,473
17,4,a,TSV,6,v,487
17,4,a,TSV,7,-,416
17,4,a,TSV,8,-,549
17,4,a,TSV,?,1,867
17,6,a,TSV,0,d1,479
17,6,a,TSV,1,np,607
17,6,a,TSV,2,adv1,523
17,6,a,TSV,3,d2,538
17,6,a,TSV,4,na,546
17,6,a,TSV,5,adv2,582
17,6,a,TSV,6,v,468
17,6,a,TSV,7,-,472
17,6,a,TSV,8,-,528
17,6,a,TSV,?,1,2130
17,13,b,SVO,0,adv1,688
17,13,b,SVO,1,d2,620
17,13,b,SVO,2,na,574
17,13,b,SVO,3,adv2,530
17,13,b,SVO,4,v,514
17,13,b,SVO,5,d1,549
17,13,b,SVO,6,np,440
17,13,b,SVO,7,-,529
17,13,b,SVO,8,-,603
17,13,b,SVO,?,1,1034
18,3,b,SVO,0,adv1,517
18,3,b,SVO,1,d2,3004
18,3,b,SVO,2,na,682
18,3,b,SVO,3,adv2,502
18,3,b,SVO,4,v,536
18,3,b,SVO,5,d1,522
18,3,b,SVO,6,np,513
18,3,b,SVO,7,-,504
18,3,b,SVO,8,-,479
18,3,b,SVO,9,-,682
18,3,b,SVO,?,1,6456
18,12,a,TSV,0,d1,466
18,12,a,TSV,1,np,1090
18,12,a,TSV,2,adv1,1759
18,12,a,TSV,3,d2,1321
18,12,a,TSV,4,na,593
18,12,a,TSV,5,adv2,526
18,12,a,TSV,6,v,487
18,12,a,TSV,7,-,623
18,12,a,TSV,8,-,678
18,12,a,TSV,?,1,2122
18,8,a,TSV,0,d1,471
18,8,a,TSV,1,np,441
18,8,a,TSV,2,adv1,631
18,8,a,TSV,3,d2,1256
18,8,a,TSV,4,na,612
18,8,a,TSV,5,adv2,555
18,8,a,TSV,6,v,585
18,8,a,TSV,7,-,633
18,8,a,TSV,8,-,545
18,8,a,TSV,9,-,662
18,8,a,TSV,?,1,1288
18,14,a,TSV,0,d1,515
18,14,a,TSV,1,np,502
18,14,a,TSV,2,adv1,491
18,14,a,TSV,3,d2,570
18,14,a,TSV,4,na,1056
18,14,a,TSV,5,adv2,565
18,14,a,TSV,6,v,602
18,14,a,TSV,7,-,578
18,14,a,TSV,8,-,528
18,14,a,TSV,9,-,544
18,14,a,TSV,?,1,1420
18,15,b,SVO,0,adv1,500
18,15,b,SVO,1,d2,546
18,15,b,SVO,2,na,2132
18,15,b,SVO,3,adv2,1130
18,15,b,SVO,4,v,577
18,15,b,SVO,5,d1,612
18,15,b,SVO,6,np,492
18,15,b,SVO,7,-,532
18,15,b,SVO,8,-,536
18,15,b,SVO,9,-,538
18,15,b,SVO,?,1,1094
18,6,a,TSV,0,d1,431
18,6,a,TSV,1,np,517
18,6,a,TSV,2,adv1,420
18,6,a,TSV,3,d2,422
18,6,a,TSV,4,na,553
18,6,a,TSV,5,adv2,392
18,6,a,TSV,6,v,393
18,6,a,TSV,7,-,418
18,6,a,TSV,8,-,498
18,6,a,TSV,?,1,1393
18,16,a,TSV,0,d1,392
18,16,a,TSV,1,np,448
18,16,a,TSV,2,adv1,477
18,16,a,TSV,3,d2,415
18,16,a,TSV,4,na,699
18,16,a,TSV,5,adv2,401
18,16,a,TSV,6,v,409
18,16,a,TSV,7,-,438
18,16,a,TSV,8,-,572
18,16,a,TSV,?,1,1538
18,11,b,SVO,0,adv1,439
18,11,b,SVO,1,d2,606
18,11,b,SVO,2,na,933
18,11,b,SVO,3,adv2,519
18,11,b,SVO,4,v,528
18,11,b,SVO,5,d1,606
18,11,b,SVO,6,np,527
18,11,b,SVO,7,-,578
18,11,b,SVO,8,-,814
18,11,b,SVO,?,1,1130
18,1,b,SVO,0,adv1,462
18,1,b,SVO,1,d2,407
18,1,b,SVO,2,na,490
18,1,b,SVO,3,adv2,383
18,1,b,SVO,4,v,451
18,1,b,SVO,5,d1,431
18,1,b,SVO,6,np,426
18,1,b,SVO,7,-,456
18,1,b,SVO,8,-,521
18,1,b,SVO,?,0,2658
18,7,b,SVO,0,adv1,458
18,7,b,SVO,1,d2,534
18,7,b,SVO,2,na,529
18,7,b,SVO,3,adv2,467
18,7,b,SVO,4,v,447
18,7,b,SVO,5,d1,723
18,7,b,SVO,6,np,564
18,7,b,SVO,7,-,736
18,7,b,SVO,?,1,7815
18,4,a,TSV,0,d1,561
18,4,a,TSV,1,np,1288
18,4,a,TSV,2,adv1,486
18,4,a,TSV,3,d2,504
18,4,a,TSV,4,na,637
18,4,a,TSV,5,adv2,470
18,4,a,TSV,6,v,526
18,4,a,TSV,7,-,603
18,4,a,TSV,8,-,704
18,4,a,TSV,?,1,1746
18,10,a,TSV,0,d1,477
18,10,a,TSV,1,np,479
18,10,a,TSV,2,adv1,449
18,10,a,TSV,3,d2,498
18,10,a,TSV,4,na,520
18,10,a,TSV,5,adv2,409
18,10,a,TSV,6,v,363
18,10,a,TSV,7,-,450
18,10,a,TSV,8,-,494
18,10,a,TSV,?,1,1775
18,5,b,SVO,0,adv1,331
18,5,b,SVO,1,d2,644
18,5,b,SVO,2,na,597
18,5,b,SVO,3,adv2,553
18,5,b,SVO,4,v,509
18,5,b,SVO,5,d1,674
18,5,b,SVO,6,np,411
18,5,b,SVO,7,-,488
18,5,b,SVO,8,-,424
18,5,b,SVO,9,-,546
18,5,b,SVO,?,1,940
18,13,b,SVO,0,adv1,464
18,13,b,SVO,1,d2,409
18,13,b,SVO,2,na,417
18,13,b,SVO,3,adv2,448
18,13,b,SVO,4,v,555
18,13,b,SVO,5,d1,488
18,13,b,SVO,6,np,669
18,13,b,SVO,7,-,432
18,13,b,SVO,8,-,563
18,13,b,SVO,?,1,1271
18,2,a,TSV,0,d1,397
18,2,a,TSV,1,np,453
18,2,a,TSV,2,adv1,462
18,2,a,TSV,3,d2,472
18,2,a,TSV,4,na,509
18,2,a,TSV,5,adv2,430
18,2,a,TSV,6,v,481
18,2,a,TSV,7,-,400
18,2,a,TSV,8,-,443
18,2,a,TSV,?,1,1915
18,9,b,SVO,0,adv1,496
18,9,b,SVO,1,d2,509
18,9,b,SVO,2,na,517
18,9,b,SVO,3,adv2,517
18,9,b,SVO,4,v,525
18,9,b,SVO,5,d1,517
18,9,b,SVO,6,np,445
18,9,b,SVO,7,-,425
18,9,b,SVO,8,-,489
18,9,b,SVO,?,1,2067
19,1,b,SVO,0,adv1,648
19,1,b,SVO,1,d2,859
19,1,b,SVO,2,na,961
19,1,b,SVO,3,adv2,682
19,1,b,SVO,4,v,477
19,1,b,SVO,5,d1,453
19,1,b,SVO,6,np,513
19,1,b,SVO,7,-,743
19,1,b,SVO,8,-,625
19,1,b,SVO,?,0,2059
19,15,b,SVO,0,adv1,724
19,15,b,SVO,1,d2,1297
19,15,b,SVO,2,na,1117
19,15,b,SVO,3,adv2,1015
19,15,b,SVO,4,v,944
19,15,b,SVO,5,d1,604
19,15,b,SVO,6,np,608
19,15,b,SVO,7,-,674
19,15,b,SVO,8,-,730
19,15,b,SVO,9,-,931
19,15,b,SVO,?,1,1596
19,11,b,SVO,0,adv1,625
19,11,b,SVO,1,d2,586
19,11,b,SVO,2,na,801
19,11,b,SVO,3,adv2,473
19,11,b,SVO,4,v,529
19,11,b,SVO,5,d1,334
19,11,b,SVO,6,np,306
19,11,b,SVO,7,-,348
19,11,b,SVO,8,-,589
19,11,b,SVO,?,1,2300
19,2,a,TSV,0,d1,475
19,2,a,TSV,1,np,815
19,2,a,TSV,2,adv1,587
19,2,a,TSV,3,d2,705
19,2,a,TSV,4,na,633
19,2,a,TSV,5,adv2,497
19,2,a,TSV,6,v,344
19,2,a,TSV,7,-,308
19,2,a,TSV,8,-,515
19,2,a,TSV,?,1,1838
19,16,a,TSV,0,d1,565
19,16,a,TSV,1,np,397
19,16,a,TSV,2,adv1,686
19,16,a,TSV,3,d2,353
19,16,a,TSV,4,na,375
19,16,a,TSV,5,adv2,287
19,16,a,TSV,6,v,277
19,16,a,TSV,7,-,319
19,16,a,TSV,8,-,483
19,16,a,TSV,?,1,1841
19,4,a,TSV,0,d1,433
19,4,a,TSV,1,np,445
19,4,a,TSV,2,adv1,366
19,4,a,TSV,3,d2,624
19,4,a,TSV,4,na,302
19,4,a,TSV,5,adv2,420
19,4,a,TSV,6,v,304
19,4,a,TSV,7,-,274
19,4,a,TSV,8,-,549
19,4,a,TSV,?,1,1586
19,10,a,TSV,0,d1,343
19,10,a,TSV,1,np,205
19,10,a,TSV,2,adv1,269
19,10,a,TSV,3,d2,251
19,10,a,TSV,4,na,226
19,10,a,TSV,5,adv2,243
19,10,a,TSV,6,v,259
19,10,a,TSV,7,-,236
19,10,a,TSV,8,-,260
19,10,a,TSV,?,0,1527
19,9,b,SVO,0,adv1,316
19,9,b,SVO,1,d2,256
19,9,b,SVO,2,na,216
19,9,b,SVO,3,adv2,242
19,9,b,SVO,4,v,382
19,9,b,SVO,5,d1,244
19,9,b,SVO,6,np,234
19,9,b,SVO,7,-,242
19,9,b,SVO,8,-,477
19,9,b,SVO,?,1,1692
19,12,a,TSV,0,d1,357
19,12,a,TSV,1,np,232
19,12,a,TSV,2,adv1,241
19,12,a,TSV,3,d2,249
19,12,a,TSV,4,na,741
19,12,a,TSV,5,adv2,298
19,12,a,TSV,6,v,204
19,12,a,TSV,7,-,251
19,12,a,TSV,8,-,538
19,12,a,TSV,?,1,2233
19,5,b,SVO,0,adv1,319
19,5,b,SVO,1,d2,354
19,5,b,SVO,2,na,389
19,5,b,SVO,3,adv2,371
19,5,b,SVO,4,v,504
19,5,b,SVO,5,d1,355
19,5,b,SVO,6,np,335
19,5,b,SVO,7,-,467
19,5,b,SVO,8,-,467
19,5,b,SVO,9,-,479
19,5,b,SVO,?,1,1107
19,14,a,TSV,0,d1,319
19,14,a,TSV,1,np,314
19,14,a,TSV,2,adv1,361
19,14,a,TSV,3,d2,363
19,14,a,TSV,4,na,857
19,14,a,TSV,5,adv2,331
19,14,a,TSV,6,v,325
19,14,a,TSV,7,-,372
19,14,a,TSV,8,-,560
19,14,a,TSV,9,-,454
19,14,a,TSV,?,1,1560
19,7,b,SVO,0,adv1,447
19,7,b,SVO,1,d2,312
19,7,b,SVO,2,na,254
19,7,b,SVO,3,adv2,561
19,7,b,SVO,4,v,433
19,7,b,SVO,5,d1,483
19,7,b,SVO,6,np,351
19,7,b,SVO,7,-,1563
19,7,b,SVO,?,1,2217
19,13,b,SVO,0,adv1,404
19,13,b,SVO,1,d2,479
19,13,b,SVO,2,na,283
19,13,b,SVO,3,adv2,330
19,13,b,SVO,4,v,401
19,13,b,SVO,5,d1,328
19,13,b,SVO,6,np,264
19,13,b,SVO,7,-,268
19,13,b,SVO,8,-,504
19,13,b,SVO,?,1,1473
19,3,b,SVO,0,adv1,355
19,3,b,SVO,1,d2,310
19,3,b,SVO,2,na,245
19,3,b,SVO,3,adv2,248
19,3,b,SVO,4,v,303
19,3,b,SVO,5,d1,247
19,3,b,SVO,6,np,247
19,3,b,SVO,7,-,244
19,3,b,SVO,8,-,305
19,3,b,SVO,9,-,600
19,3,b,SVO,?,1,1074
19,6,a,TSV,0,d1,388
19,6,a,TSV,1,np,393
19,6,a,TSV,2,adv1,530
19,6,a,TSV,3,d2,386
19,6,a,TSV,4,na,350
19,6,a,TSV,5,adv2,338
19,6,a,TSV,6,v,240
19,6,a,TSV,7,-,255
19,6,a,TSV,8,-,416
19,6,a,TSV,?,1,1138
19,8,a,TSV,0,d1,416
19,8,a,TSV,1,np,488
19,8,a,TSV,2,adv1,531
19,8,a,TSV,3,d2,507
19,8,a,TSV,4,na,423
19,8,a,TSV,5,adv2,551
19,8,a,TSV,6,v,428
19,8,a,TSV,7,-,267
19,8,a,TSV,8,-,340
19,8,a,TSV,9,-,580
19,8,a,TSV,?,1,1169
20,12,a,TSV,0,d1,441
20,12,a,TSV,1,np,597
20,12,a,TSV,2,adv1,636
20,12,a,TSV,3,d2,551
20,12,a,TSV,4,na,527
20,12,a,TSV,5,adv2,494
20,12,a,TSV,6,v,513
20,12,a,TSV,7,-,479
20,12,a,TSV,8,-,758
20,12,a,TSV,?,0,2105
20,16,a,TSV,0,d1,661
20,16,a,TSV,1,np,540
20,16,a,TSV,2,adv1,532
20,16,a,TSV,3,d2,661
20,16,a,TSV,4,na,576
20,16,a,TSV,5,adv2,507
20,16,a,TSV,6,v,517
20,16,a,TSV,7,-,511
20,16,a,TSV,8,-,591
20,16,a,TSV,?,1,2310
20,14,a,TSV,0,d1,509
20,14,a,TSV,1,np,541
20,14,a,TSV,2,adv1,475
20,14,a,TSV,3,d2,504
20,14,a,TSV,4,na,515
20,14,a,TSV,5,adv2,465
20,14,a,TSV,6,v,502
20,14,a,TSV,7,-,509
20,14,a,TSV,8,-,498
20,14,a,TSV,9,-,559
20,14,a,TSV,?,1,1392
20,7,b,SVO,0,adv1,467
20,7,b,SVO,1,d2,496
20,7,b,SVO,2,na,466
20,7,b,SVO,3,adv2,437
20,7,b,SVO,4,v,420
20,7,b,SVO,5,d1,449
20,7,b,SVO,6,np,414
20,7,b,SVO,7,-,560
20,7,b,SVO,?,1,1194
20,6,a,TSV,0,d1,466
20,6,a,TSV,1,np,422
20,6,a,TSV,2,adv1,467
20,6,a,TSV,3,d2,422
20,6,a,TSV,4,na,472
20,6,a,TSV,5,adv2,427
20,6,a,TSV,6,v,405
20,6,a,TSV,7,-,405
20,6,a,TSV,8,-,460
20,6,a,TSV,?,1,1881
20,4,a,TSV,0,d1,414
20,4,a,TSV,1,np,377
20,4,a,TSV,2,adv1,425
20,4,a,TSV,3,d2,449
20,4,a,TSV,4,na,464
20,4,a,TSV,5,adv2,384
20,4,a,TSV,6,v,441
20,4,a,TSV,7,-,412
20,4,a,TSV,8,-,901
20,4,a,TSV,?,1,1478
20,8,a,TSV,0,d1,492
20,8,a,TSV,1,np,534
20,8,a,TSV,2,adv1,493
20,8,a,TSV,3,d2,465
20,8,a,TSV,4,na,478
20,8,a,TSV,5,adv2,508
20,8,a,TSV,6,v,497
20,8,a,TSV,7,-,460
20,8,a,TSV,8,-,480
20,8,a,TSV,9,-,631
20,8,a,TSV,?,1,1860
20,10,a,TSV,0,d1,542
20,10,a,TSV,1,np,539
20,10,a,TSV,2,adv1,416
20,10,a,TSV,3,d2,533
20,10,a,TSV,4,na,572
20,10,a,TSV,5,adv2,452
20,10,a,TSV,6,v,443
20,10,a,TSV,7,-,492
20,10,a,TSV,8,-,582
20,10,a,TSV,?,1,2649
20,1,b,SVO,0,adv1,506
20,1,b,SVO,1,d2,501
20,1,b,SVO,2,na,417
20,1,b,SVO,3,adv2,465
20,1,b,SVO,4,v,430
20,1,b,SVO,5,d1,397
20,1,b,SVO,6,np,431
20,1,b,SVO,7,-,473
20,1,b,SVO,8,-,519
20,1,b,SVO,?,0,3059
20,13,b,SVO,0,adv1,519
20,13,b,SVO,1,d2,509
20,13,b,SVO,2,na,463
20,13,b,SVO,3,adv2,496
20,13,b,SVO,4,v,788
20,13,b,SVO,5,d1,416
20,13,b,SVO,6,np,515
20,13,b,SVO,7,-,893
20,13,b,SVO,8,-,673
20,13,b,SVO,?,1,2297
20,15,b,SVO,0,adv1,469
20,15,b,SVO,1,d2,430
20,15,b,SVO,2,na,579
20,15,b,SVO,3,adv2,472
20,15,b,SVO,4,v,439
20,15,b,SVO,5,d1,355
20,15,b,SVO,6,np,422
20,15,b,SVO,7,-,382
20,15,b,SVO,8,-,469
20,15,b,SVO,9,-,445
20,15,b,SVO,?,1,1851
20,11,b,SVO,0,adv1,437
20,11,b,SVO,1,d2,393
20,11,b,SVO,2,na,392
20,11,b,SVO,3,adv2,420
20,11,b,SVO,4,v,371
20,11,b,SVO,5,d1,343
20,11,b,SVO,6,np,454
20,11,b,SVO,7,-,456
20,11,b,SVO,8,-,492
20,11,b,SVO,?,1,1998
20,3,b,SVO,0,adv1,409
20,3,b,SVO,1,d2,420
20,3,b,SVO,2,na,437
20,3,b,SVO,3,adv2,464
20,3,b,SVO,4,v,429
20,3,b,SVO,5,d1,430
20,3,b,SVO,6,np,442
20,3,b,SVO,7,-,460
20,3,b,SVO,8,-,448
20,3,b,SVO,9,-,625
20,3,b,SVO,?,1,1276
20,5,b,SVO,0,adv1,558
20,5,b,SVO,1,d2,548
20,5,b,SVO,2,na,733
20,5,b,SVO,3,adv2,457
20,5,b,SVO,4,v,549
20,5,b,SVO,5,d1,565
20,5,b,SVO,6,np,475
20,5,b,SVO,7,-,475
20,5,b,SVO,8,-,403
20,5,b,SVO,9,-,766
20,5,b,SVO,?,1,1686
20,2,a,TSV,0,d1,644
20,2,a,TSV,1,np,598
20,2,a,TSV,2,adv1,503
20,2,a,TSV,3,d2,463
20,2,a,TSV,4,na,454
20,2,a,TSV,5,adv2,422
20,2,a,TSV,6,v,471
20,2,a,TSV,7,-,401
20,2,a,TSV,8,-,661
20,2,a,TSV,?,1,2611
20,9,b,SVO,0,adv1,437
20,9,b,SVO,1,d2,384
20,9,b,SVO,2,na,423
20,9,b,SVO,3,adv2,407
20,9,b,SVO,4,v,342
20,9,b,SVO,5,d1,370
20,9,b,SVO,6,np,560
20,9,b,SVO,7,-,399
20,9,b,SVO,8,-,379
20,9,b,SVO,?,1,2846
21,6,a,TSV,0,d1,464
21,6,a,TSV,1,np,527
21,6,a,TSV,2,adv1,499
21,6,a,TSV,3,d2,441
21,6,a,TSV,4,na,745
21,6,a,TSV,5,adv2,569
21,6,a,TSV,6,v,523
21,6,a,TSV,7,-,516
21,6,a,TSV,8,-,546
21,6,a,TSV,?,1,1994
21,14,a,TSV,0,d1,397
21,14,a,TSV,1,np,352
21,14,a,TSV,2,adv1,319
21,14,a,TSV,3,d2,320
21,14,a,TSV,4,na,891
21,14,a,TSV,5,adv2,352
21,14,a,TSV,6,v,300
21,14,a,TSV,7,-,281
21,14,a,TSV,8,-,306
21,14,a,TSV,9,-,344
21,14,a,TSV,?,1,1414
21,10,a,TSV,0,d1,389
21,10,a,TSV,1,np,415
21,10,a,TSV,2,adv1,338
21,10,a,TSV,3,d2,373
21,10,a,TSV,4,na,411
21,10,a,TSV,5,adv2,378
21,10,a,TSV,6,v,303
21,10,a,TSV,7,-,287
21,10,a,TSV,8,-,287
21,10,a,TSV,?,1,1836
21,4,a,TSV,0,d1,455
21,4,a,TSV,1,np,676
21,4,a,TSV,2,adv1,593
21,4,a,TSV,3,d2,511
21,4,a,TSV,4,na,352
21,4,a,TSV,5,adv2,302
21,4,a,TSV,6,v,325
21,4,a,TSV,7,-,311
21,4,a,TSV,8,-,468
21,4,a,TSV,?,1,1770
21,9,b,SVO,0,adv1,360
21,9,b,SVO,1,d2,298
21,9,b,SVO,2,na,326
21,9,b,SVO,3,adv2,325
21,9,b,SVO,4,v,304
21,9,b,SVO,5,d1,289
21,9,b,SVO,6,np,286
21,9,b,SVO,7,-,291
21,9,b,SVO,8,-,727
21,9,b,SVO,?,1,1710
21,3,b,SVO,0,adv1,384
21,3,b,SVO,1,d2,333
21,3,b,SVO,2,na,308
21,3,b,SVO,3,adv2,287
21,3,b,SVO,4,v,264
21,3,b,SVO,5,d1,245
21,3,b,SVO,6,np,242
21,3,b,SVO,7,-,236
21,3,b,SVO,8,-,251
21,3,b,SVO,9,-,258
21,3,b,SVO,?,1,1440
21,13,b,SVO,0,adv1,327
21,13,b,SVO,1,d2,300
21,13,b,SVO,2,na,299
21,13,b,SVO,3,adv2,291
