subj,item,condition,constituent,position,word,Q,RT
56,4,c,comma,11,_,-,330
56,4,c,DCL,12,__,-,323
56,4,c,DP,13,__,-,275
56,4,c,RC-V1,14,__,-,294
56,4,c,RC-V2,15,__,-,349
56,4,c,DE,16,_,-,359
56,4,c,HN,17,_,-,290
56,4,c,ADV,18,__,-,295
56,4,c,quantifier,19,_,-,270
56,4,c,main-V1,20,__,-,256
56,4,c,main-V2,21,___,-,390
56,4,c,,?,Y,1,4385
56,8,c,comma,11,_,-,434
56,8,c,DCL,12,__,-,269
56,8,c,DP,13,__,-,309
56,8,c,RC-V1,14,__,-,295
56,8,c,RC-V2,15,__,-,294
56,8,c,DE,16,_,-,290
56,8,c,HN,17,_,-,300
56,8,c,ADV,18,__,-,310
56,8,c,quantifier,19,_,-,301
56,8,c,main-V1,20,__,-,304
56,8,c,main-V2,21,___,-,391
56,8,c,,?,N,1,1149
56,12,c,comma,11,_,-,340
56,12,c,DCL,12,__,-,248
56,12,c,DP,13,__,-,234
56,12,c,RC-V1,14,__,-,325
56,12,c,RC-V2,15,__,-,368
56,12,c,DE,16,_,-,270
56,12,c,HN,17,_,-,351
56,12,c,ADV,18,__,-,697
56,12,c,quantifier,19,_,-,405
56,12,c,main-V1,20,__,-,499
56,12,c,main-V2,21,___,-,431
56,12,c,,?,N,0,3543
56,16,c,comma,11,_,-,304
56,16,c,DCL,12,__,-,270
56,16,c,DP,13,__,-,299
56,16,c,RC-V1,14,__,-,260
56,16,c,RC-V2,15,__,-,642
56,16,c,DE,16,_,-,330
56,16,c,HN,17,_,-,295
56,16,c,ADV,18,__,-,644
56,16,c,quantifier,19,_,-,325
56,16,c,main-V1,20,__,-,245
56,16,c,main-V2,21,___,-,425
56,16,c,,?,N,1,2836
56,20,c,comma,11,_,-,299
56,20,c,DCL,12,__,-,319
56,20,c,DP,13,__,-,275
56,20,c,RC-V1,14,__,-,299
56,20,c,RC-V2,15,__,-,325
56,20,c,DE,16,_,-,314
56,20,c,HN,17,_,-,276
56,20,c,ADV,18,__,-,320
56,20,c,quantifier,19,_,-,279
56,20,c,main-V1,20,__,-,300
56,20,c,main-V2,21,___,-,460
56,20,c,,?,N,1,2264
56,24,c,comma,11,_,-,518
56,24,c,DCL,12,__,-,369
56,24,c,DP,13,__,-,349
56,24,c,RC-V1,14,__,-,493
56,24,c,RC-V2,15,__,-,349
56,24,c,DE,16,_,-,350
56,24,c,HN,17,_,-,554
56,24,c,ADV,18,__,-,390
56,24,c,quantifier,19,_,-,295
56,24,c,main-V1,20,__,-,280
56,24,c,main-V2,21,___,-,405
56,24,c,,?,Y,1,2358
57,3,c,comma,11,_,-,364
57,3,c,DCL,12,__,-,379
57,3,c,DP,13,__,-,364
57,3,c,RC-V1,14,__,-,324
57,3,c,RC-V2,15,__,-,350
57,3,c,DE,16,_,-,524
57,3,c,HN,17,_,-,360
57,3,c,ADV,18,__,-,474
57,3,c,quantifier,19,_,-,302
57,3,c,main-V1,20,__,-,288
57,3,c,main-V2,21,___,-,559
57,3,c,,?,N,1,2080
57,7,c,comma,11,_,-,275
57,7,c,DCL,12,__,-,285
57,7,c,DP,13,__,-,285
57,7,c,RC-V1,14,__,-,243
57,7,c,RC-V2,15,__,-,300
57,7,c,DE,16,_,-,459
57,7,c,HN,17,_,-,395
57,7,c,ADV,18,__,-,489
57,7,c,quantifier,19,_,-,569
57,7,c,main-V1,20,__,-,451
57,7,c,main-V2,21,___,-,1380
57,7,c,,?,N,1,1782
57,11,c,comma,11,_,-,264
57,11,c,DCL,12,__,-,280
57,11,c,DP,13,__,-,264
57,11,c,RC-V1,14,__,-,852
57,11,c,RC-V2,15,__,-,285
57,11,c,DE,16,_,-,360
57,11,c,HN,17,_,-,290
57,11,c,ADV,18,__,-,330
57,11,c,quantifier,19,_,-,277
57,11,c,main-V1,20,__,-,295
57,11,c,main-V2,21,___,-,458
57,11,c,,?,N,1,2010
57,15,c,comma,11,_,-,274
57,15,c,DCL,12,__,-,598
57,15,c,DP,13,__,-,409
57,15,c,RC-V1,14,__,-,374
57,15,c,RC-V2,15,__,-,783
57,15,c,DE,16,_,-,494
57,15,c,HN,17,_,-,415
57,15,c,ADV,18,__,-,540
57,15,c,quantifier,19,_,-,458
57,15,c,main-V1,20,__,-,515
57,15,c,main-V2,21,___,-,1301
57,15,c,,?,N,1,3145
57,19,c,comma,11,_,-,312
57,19,c,DCL,12,__,-,337
57,19,c,DP,13,__,-,307
57,19,c,RC-V1,14,__,-,281
57,19,c,RC-V2,15,__,-,312
57,19,c,DE,16,_,-,481
57,19,c,HN,17,_,-,313
57,19,c,ADV,18,__,-,272
57,19,c,quantifier,19,_,-,280
57,19,c,main-V1,20,__,-,296
57,19,c,main-V2,21,___,-,355
57,19,c,,?,N,1,3863
57,23,c,comma,11,_,-,339
57,23,c,DCL,12,__,-,264
57,23,c,DP,13,__,-,284
57,23,c,RC-V1,14,__,-,274
57,23,c,RC-V2,15,__,-,260
57,23,c,DE,16,_,-,892
57,23,c,HN,17,_,-,355
57,23,c,ADV,18,__,-,365
57,23,c,quantifier,19,_,-,370
57,23,c,main-V1,20,__,-,315
57,23,c,main-V2,21,___,-,376
57,23,c,,?,N,1,2234
58,2,c,comma,11,_,-,305
58,2,c,DCL,12,__,-,294
58,2,c,DP,13,__,-,254
58,2,c,RC-V1,14,__,-,259
58,2,c,RC-V2,15,__,-,324
58,2,c,DE,16,_,-,350
58,2,c,HN,17,_,-,350
58,2,c,ADV,18,__,-,339
58,2,c,quantifier,19,_,-,325
58,2,c,main-V1,20,__,-,380
58,2,c,main-V2,21,___,-,1496
58,2,c,,?,Y,1,2294
58,6,c,comma,11,_,-,479
58,6,c,DCL,12,__,-,414
58,6,c,DP,13,__,-,439
58,6,c,RC-V1,14,__,-,558
58,6,c,RC-V2,15,__,-,634
58,6,c,DE,16,_,-,408
58,6,c,HN,17,_,-,584
58,6,c,ADV,18,__,-,558
58,6,c,quantifier,19,_,-,394
58,6,c,main-V1,20,__,-,605
58,6,c,main-V2,21,___,-,1486
58,6,c,,?,Y,1,4514
58,10,c,comma,11,_,-,355
58,10,c,DCL,12,__,-,428
58,10,c,DP,13,__,-,374
58,10,c,RC-V1,14,__,-,354
58,10,c,RC-V2,15,__,-,723
58,10,c,DE,16,_,-,479
58,10,c,HN,17,_,-,375
58,10,c,ADV,18,__,-,569
58,10,c,quantifier,19,_,-,419
58,10,c,main-V1,20,__,-,485
58,10,c,main-V2,21,___,-,2384
58,10,c,,?,N,1,3014
58,14,c,comma,11,_,-,344
58,14,c,DCL,12,__,-,304
58,14,c,DP,13,__,-,279
58,14,c,RC-V1,14,__,-,309
58,14,c,RC-V2,15,__,-,445
58,14,c,DE,16,_,-,314
58,14,c,HN,17,_,-,335
58,14,c,ADV,18,__,-,325
58,14,c,quantifier,19,_,-,321
58,14,c,main-V1,20,__,-,374
58,14,c,main-V2,21,___,-,2183
58,14,c,,?,Y,1,4724
58,18,c,comma,11,_,-,394
58,18,c,DCL,12,__,-,434
58,18,c,DP,13,__,-,424
58,18,c,RC-V1,14,__,-,344
58,18,c,RC-V2,15,__,-,430
58,18,c,DE,16,_,-,459
58,18,c,HN,17,_,-,274
58,18,c,ADV,18,__,-,295
58,18,c,quantifier,19,_,-,410
58,18,c,main-V1,20,__,-,350
58,18,c,main-V2,21,___,-,768
58,18,c,,?,Y,1,2478
58,22,c,comma,11,_,-,404
58,22,c,DCL,12,__,-,299
58,22,c,DP,13,__,-,304
58,22,c,RC-V1,14,__,-,339
58,22,c,RC-V2,15,__,-,1236
58,22,c,DE,16,_,-,404
58,22,c,HN,17,_,-,708
58,22,c,ADV,18,__,-,514
58,22,c,quantifier,19,_,-,480
58,22,c,main-V1,20,__,-,743
58,22,c,main-V2,21,___,-,3224
58,22,c,,?,N,1,3151
59,1,c,comma,11,_,-,190
59,1,c,DCL,12,__,-,394
59,1,c,DP,13,__,-,354
59,1,c,RC-V1,14,__,-,268
59,1,c,RC-V2,15,__,-,235
59,1,c,DE,16,_,-,255
59,1,c,HN,17,_,-,235
59,1,c,ADV,18,__,-,220
59,1,c,quantifier,19,_,-,191
59,1,c,main-V1,20,__,-,200
59,1,c,main-V2,21,___,-,196
59,1,c,,?,Y,1,919
59,5,c,comma,11,_,-,459
59,5,c,DCL,12,__,-,1101
59,5,c,DP,13,__,-,1589
59,5,c,RC-V1,14,__,-,727
59,5,c,RC-V2,15,__,-,419
59,5,c,DE,16,_,-,878
59,5,c,HN,17,_,-,659
59,5,c,ADV,18,__,-,454
59,5,c,quantifier,19,_,-,390
59,5,c,main-V1,20,__,-,628
59,5,c,main-V2,21,___,-,464
59,5,c,,?,Y,1,3763
59,9,c,comma,11,_,-,434
59,9,c,DCL,12,__,-,529
59,9,c,DP,13,__,-,603
59,9,c,RC-V1,14,__,-,245
59,9,c,RC-V2,15,__,-,240
59,9,c,DE,16,_,-,250
59,9,c,HN,17,_,-,409
59,9,c,ADV,18,__,-,549
59,9,c,quantifier,19,_,-,330
59,9,c,main-V1,20,__,-,255
59,9,c,main-V2,21,___,-,475
59,9,c,,?,Y,1,2448
59,13,c,comma,11,_,-,180
59,13,c,DCL,12,__,-,479
59,13,c,DP,13,__,-,364
59,13,c,RC-V1,14,__,-,309
59,13,c,RC-V2,15,__,-,319
59,13,c,DE,16,_,-,270
59,13,c,HN,17,_,-,275
59,13,c,ADV,18,__,-,285
59,13,c,quantifier,19,_,-,295
59,13,c,main-V1,20,__,-,335
59,13,c,main-V2,21,___,-,325
59,13,c,,?,Y,0,2843
59,17,c,comma,11,_,-,185
59,17,c,DCL,12,__,-,195
59,17,c,DP,13,__,-,200
59,17,c,RC-V1,14,__,-,189
59,17,c,RC-V2,15,__,-,185
59,17,c,DE,16,_,-,185
59,17,c,HN,17,_,-,315
59,17,c,ADV,18,__,-,265
59,17,c,quantifier,19,_,-,275
59,17,c,main-V1,20,__,-,276
59,17,c,main-V2,21,___,-,424
59,17,c,,?,Y,1,830
59,21,c,comma,11,_,-,434
59,21,c,DCL,12,__,-,469
59,21,c,DP,13,__,-,207
59,21,c,RC-V1,14,__,-,187
59,21,c,RC-V2,15,__,-,190
59,21,c,DE,16,_,-,191
59,21,c,HN,17,_,-,439
59,21,c,ADV,18,__,-,305
59,21,c,quantifier,19,_,-,245
59,21,c,main-V1,20,__,-,231
59,21,c,main-V2,21,___,-,325
59,21,c,,?,Y,1,1945
60,4,c,comma,11,_,-,271
60,4,c,DCL,12,__,-,289
60,4,c,DP,13,__,-,284
60,4,c,RC-V1,14,__,-,328
60,4,c,RC-V2,15,__,-,214
60,4,c,DE,16,_,-,327
60,4,c,HN,17,_,-,244
60,4,c,ADV,18,__,-,356
60,4,c,quantifier,19,_,-,215
60,4,c,main-V1,20,__,-,276
60,4,c,main-V2,21,___,-,246
60,4,c,,?,Y,1,2981
60,8,c,comma,11,_,-,355
60,8,c,DCL,12,__,-,213
60,8,c,DP,13,__,-,355
60,8,c,RC-V1,14,__,-,214
60,8,c,RC-V2,15,__,-,324
60,8,c,DE,16,_,-,251
60,8,c,HN,17,_,-,319
60,8,c,ADV,18,__,-,176
60,8,c,quantifier,19,_,-,265
60,8,c,main-V1,20,__,-,344
60,8,c,main-V2,21,___,-,306
60,8,c,,?,N,1,4356
60,12,c,comma,11,_,-,241
60,12,c,DCL,12,__,-,298
60,12,c,DP,13,__,-,215
60,12,c,RC-V1,14,__,-,258
60,12,c,RC-V2,15,__,-,266
60,12,c,DE,16,_,-,289
60,12,c,HN,17,_,-,245
60,12,c,ADV,18,__,-,265
60,12,c,quantifier,19,_,-,271
60,12,c,main-V1,20,__,-,349
60,12,c,main-V2,21,___,-,226
60,12,c,,?,N,0,1328
60,16,c,comma,11,_,-,235
60,16,c,DCL,12,__,-,384
60,16,c,DP,13,__,-,214
60,16,c,RC-V1,14,__,-,247
60,16,c,RC-V2,15,__,-,262
60,16,c,DE,16,_,-,244
60,16,c,HN,17,_,-,279
60,16,c,ADV,18,__,-,233
60,16,c,quantifier,19,_,-,304
60,16,c,main-V1,20,__,-,166
60,16,c,main-V2,21,___,-,266
60,16,c,,?,N,1,2653
60,20,c,comma,11,_,-,146
60,20,c,DCL,12,__,-,314
60,20,c,DP,13,__,-,285
60,20,c,RC-V1,14,__,-,396
60,20,c,RC-V2,15,__,-,321
60,20,c,DE,16,_,-,324
60,20,c,HN,17,_,-,226
60,20,c,ADV,18,__,-,344
60,20,c,quantifier,19,_,-,245
60,20,c,main-V1,20,__,-,325
60,20,c,main-V2,21,___,-,230
60,20,c,,?,N,1,2947
60,24,c,comma,11,_,-,254
60,24,c,DCL,12,__,-,294
60,24,c,DP,13,__,-,255
60,24,c,RC-V1,14,__,-,343
60,24,c,RC-V2,15,__,-,294
60,24,c,DE,16,_,-,236
60,24,c,HN,17,_,-,275
60,24,c,ADV,18,__,-,295
60,24,c,quantifier,19,_,-,364
60,24,c,main-V1,20,__,-,215
60,24,c,main-V2,21,___,-,356
60,24,c,,?,Y,1,863
1,4,d,comma,11,_,-,334
1,4,d,RC-V1,12,__,-,368
1,4,d,RC-V2,13,__,-,597
1,4,d,DE,14,_,-,492
1,4,d,HN,15,_,-,389
1,4,d,ADV,16,__,-,484
1,4,d,quantifier,17,_,-,493
1,4,d,Main-V1,18,__,-,474
1,4,d,Main-V2,19,__,-,459
1,4,d,DCL,20,__,-,444
1,4,d,DP,21,___,-,370
1,4,d,,?,Y,1,2782
1,8,d,comma,11,_,-,433
1,8,d,RC-V1,12,__,-,493
1,8,d,RC-V2,13,__,-,612
1,8,d,DE,14,_,-,518
1,8,d,HN,15,_,-,410
1,8,d,ADV,16,__,-,383
1,8,d,quantifier,17,_,-,414
1,8,d,Main-V1,18,__,-,548
1,8,d,Main-V2,19,__,-,549
1,8,d,DCL,20,__,-,499
1,8,d,DP,21,___,-,530
1,8,d,,?,N,1,1910
1,12,d,comma,11,_,-,533
1,12,d,RC-V1,12,__,-,499
1,12,d,RC-V2,13,__,-,588
1,12,d,DE,14,_,-,563
1,12,d,HN,15,_,-,592
1,12,d,ADV,16,__,-,529
1,12,d,quantifier,17,_,-,624
1,12,d,Main-V1,18,__,-,539
1,12,d,Main-V2,19,__,-,385
1,12,d,DCL,20,__,-,414
1,12,d,DP,21,___,-,424
1,12,d,,?,Y,1,1282
1,16,d,comma,11,_,-,359
1,16,d,RC-V1,12,__,-,404
1,16,d,RC-V2,13,__,-,488
1,16,d,DE,14,_,-,449
1,16,d,HN,15,_,-,514
1,16,d,ADV,16,__,-,474
1,16,d,quantifier,17,_,-,354
1,16,d,Main-V1,18,__,-,469
1,16,d,Main-V2,19,__,-,429
1,16,d,DCL,20,__,-,484
1,16,d,DP,21,___,-,385
1,16,d,,?,N,1,1773
1,20,d,comma,11,_,-,393
1,20,d,RC-V1,12,__,-,349
1,20,d,RC-V2,13,__,-,374
1,20,d,DE,14,_,-,592
1,20,d,HN,15,_,-,489
1,20,d,ADV,16,__,-,473
1,20,d,quantifier,17,_,-,470
1,20,d,Main-V1,18,__,-,413
1,20,d,Main-V2,19,__,-,569
1,20,d,DCL,20,__,-,585
1,20,d,DP,21,___,-,534
1,20,d,,?,N,1,2654
1,24,d,comma,11,_,-,447
1,24,d,RC-V1,12,__,-,523
1,24,d,RC-V2,13,__,-,552
1,24,d,DE,14,_,-,561
1,24,d,HN,15,_,-,515
1,24,d,ADV,16,__,-,483
1,24,d,quantifier,17,_,-,445
1,24,d,Main-V1,18,__,-,449
1,24,d,Main-V2,19,__,-,429
1,24,d,DCL,20,__,-,384
1,24,d,DP,21,___,-,455
1,24,d,,?,Y,1,1975
2,3,d,comma,11,_,-,449
2,3,d,RC-V1,12,__,-,423
2,3,d,RC-V2,13,__,-,693
2,3,d,DE,14,_,-,454
2,3,d,HN,15,_,-,683
2,3,d,ADV,16,__,-,514
2,3,d,quantifier,17,_,-,474
2,3,d,Main-V1,18,__,-,364
2,3,d,Main-V2,19,__,-,519
2,3,d,DCL,20,__,-,1076
2,3,d,DP,21,___,-,914
2,3,d,,?,N,1,2577
2,7,d,comma,11,_,-,648
2,7,d,RC-V1,12,__,-,557
2,7,d,RC-V2,13,__,-,967
2,7,d,DE,14,_,-,926
2,7,d,HN,15,_,-,758
2,7,d,ADV,16,__,-,778
2,7,d,quantifier,17,_,-,878
2,7,d,Main-V1,18,__,-,852
2,7,d,Main-V2,19,__,-,1032
2,7,d,DCL,20,__,-,780
2,7,d,DP,21,___,-,1315
2,7,d,,?,N,1,2783
2,11,d,comma,11,_,-,916
2,11,d,RC-V1,12,__,-,657
2,11,d,RC-V2,13,__,-,1171
2,11,d,DE,14,_,-,1829
2,11,d,HN,15,_,-,398
2,11,d,ADV,16,__,-,454
2,11,d,quantifier,17,_,-,331
2,11,d,Main-V1,18,__,-,533
2,11,d,Main-V2,19,__,-,358
2,11,d,DCL,20,__,-,544
2,11,d,DP,21,___,-,575
2,11,d,,?,N,1,3707
2,15,d,comma,11,_,-,509
2,15,d,RC-V1,12,__,-,479
2,15,d,RC-V2,13,__,-,343
2,15,d,DE,14,_,-,767
2,15,d,HN,15,_,-,773
2,15,d,ADV,16,__,-,514
2,15,d,quantifier,17,_,-,509
2,15,d,Main-V1,18,__,-,469
2,15,d,Main-V2,19,__,-,649
2,15,d,DCL,20,__,-,369
2,15,d,DP,21,___,-,695
2,15,d,,?,Y,0,6259
2,19,d,comma,11,_,-,308
2,19,d,RC-V1,12,__,-,299
2,19,d,RC-V2,13,__,-,348
2,19,d,DE,14,_,-,374
2,19,d,HN,15,_,-,319
2,19,d,ADV,16,__,-,334
2,19,d,quantifier,17,_,-,335
2,19,d,Main-V1,18,__,-,509
2,19,d,Main-V2,19,__,-,778
2,19,d,DCL,20,__,-,772
2,19,d,DP,21,___,-,1844
2,19,d,,?,N,1,2096
2,23,d,comma,11,_,-,340
2,23,d,RC-V1,12,__,-,413
2,23,d,RC-V2,13,__,-,264
2,23,d,DE,14,_,-,444
2,23,d,HN,15,_,-,605
2,23,d,ADV,16,__,-,384
2,23,d,quantifier,17,_,-,438
2,23,d,Main-V1,18,__,-,306
2,23,d,Main-V2,19,__,-,344
2,23,d,DCL,20,__,-,524
2,23,d,DP,21,___,-,340
2,23,d,,?,N,1,1806
3,2,d,comma,11,_,-,203
3,2,d,RC-V1,12,__,-,205
3,2,d,RC-V2,13,__,-,204
3,2,d,DE,14,_,-,159
3,2,d,HN,15,_,-,205
3,2,d,ADV,16,__,-,165
3,2,d,quantifier,17,_,-,176
3,2,d,Main-V1,18,__,-,179
3,2,d,Main-V2,19,__,-,181
3,2,d,DCL,20,__,-,355
3,2,d,DP,21,___,-,360
3,2,d,,?,Y,1,2396
3,6,d,comma,11,_,-,354
3,6,d,RC-V1,12,__,-,369
3,6,d,RC-V2,13,__,-,309
3,6,d,DE,14,_,-,239
3,6,d,HN,15,_,-,245
3,6,d,ADV,16,__,-,225
3,6,d,quantifier,17,_,-,340
3,6,d,Main-V1,18,__,-,275
3,6,d,Main-V2,19,__,-,280
3,6,d,DCL,20,__,-,215
3,6,d,DP,21,___,-,410
3,6,d,,?,Y,1,2770
3,10,d,comma,11,_,-,204
3,10,d,RC-V1,12,__,-,319
3,10,d,RC-V2,13,__,-,210
3,10,d,DE,14,_,-,214
3,10,d,HN,15,_,-,206
3,10,d,ADV,16,__,-,209
3,10,d,quantifier,17,_,-,210
3,10,d,Main-V1,18,__,-,211
3,10,d,Main-V2,19,__,-,259
3,10,d,DCL,20,__,-,315
3,10,d,DP,21,___,-,621
3,10,d,,?,N,1,1998
3,14,d,comma,11,_,-,224
3,14,d,RC-V1,12,__,-,494
3,14,d,RC-V2,13,__,-,185
3,14,d,DE,14,_,-,174
3,14,d,HN,15,_,-,200
3,14,d,ADV,16,__,-,195
3,14,d,quantifier,17,_,-,171
3,14,d,Main-V1,18,__,-,205
3,14,d,Main-V2,19,__,-,215
3,14,d,DCL,20,__,-,190
3,14,d,DP,21,___,-,385
3,14,d,,?,Y,1,2258
3,18,d,comma,11,_,-,185
3,18,d,RC-V1,12,__,-,195
3,18,d,RC-V2,13,__,-,200
3,18,d,DE,14,_,-,185
3,18,d,HN,15,_,-,210
3,18,d,ADV,16,__,-,250
3,18,d,quantifier,17,_,-,195
3,18,d,Main-V1,18,__,-,220
3,18,d,Main-V2,19,__,-,231
3,18,d,DCL,20,__,-,287
3,18,d,DP,21,___,-,462
3,18,d,,?,Y,1,2268
3,22,d,comma,11,_,-,215
3,22,d,RC-V1,12,__,-,189
3,22,d,RC-V2,13,__,-,195
3,22,d,DE,14,_,-,225
3,22,d,HN,15,_,-,235
3,22,d,ADV,16,__,-,215
3,22,d,quantifier,17,_,-,211
3,22,d,Main-V1,18,__,-,205
3,22,d,Main-V2,19,__,-,210
3,22,d,DCL,20,__,-,335
3,22,d,DP,21,___,-,295
3,22,d,,?,N,1,3358
4,1,d,comma,11,_,-,314
4,1,d,RC-V1,12,__,-,264
4,1,d,RC-V2,13,__,-,275
4,1,d,DE,14,_,-,283
4,1,d,HN,15,_,-,304
4,1,d,ADV,16,__,-,464
4,1,d,quantifier,17,_,-,519
4,1,d,Main-V1,18,__,-,229
4,1,d,Main-V2,19,__,-,230
4,1,d,DCL,20,__,-,250
4,1,d,DP,21,___,-,435
4,1,d,,?,Y,1,1696
4,5,d,comma,11,_,-,384
4,5,d,RC-V1,12,__,-,289
4,5,d,RC-V2,13,__,-,249
4,5,d,DE,14,_,-,359
4,5,d,HN,15,_,-,339
4,5,d,ADV,16,__,-,265
4,5,d,quantifier,17,_,-,504
4,5,d,Main-V1,18,__,-,360
4,5,d,Main-V2,19,__,-,445
4,5,d,DCL,20,__,-,432
4,5,d,DP,21,___,-,510
4,5,d,,?,Y,1,2820
4,9,d,comma,11,_,-,304
4,9,d,RC-V1,12,__,-,311
4,9,d,RC-V2,13,__,-,257
4,9,d,DE,14,_,-,234
4,9,d,HN,15,_,-,554
4,9,d,ADV,16,__,-,309
4,9,d,quantifier,17,_,-,255
4,9,d,Main-V1,18,__,-,270
4,9,d,Main-V2,19,__,-,300
4,9,d,DCL,20,__,-,325
4,9,d,DP,21,___,-,968
4,9,d,,?,Y,1,1223
4,13,d,comma,11,_,-,697
4,13,d,RC-V1,12,__,-,409
4,13,d,RC-V2,13,__,-,319
4,13,d,DE,14,_,-,394
4,13,d,HN,15,_,-,325
4,13,d,ADV,16,__,-,419
4,13,d,quantifier,17,_,-,305
4,13,d,Main-V1,18,__,-,285
4,13,d,Main-V2,19,__,-,489
4,13,d,DCL,20,__,-,355
4,13,d,DP,21,___,-,599
4,13,d,,?,Y,0,3912
4,17,d,comma,11,_,-,350
4,17,d,RC-V1,12,__,-,284
4,17,d,RC-V2,13,__,-,264
4,17,d,DE,14,_,-,589
4,17,d,HN,15,_,-,314
4,17,d,ADV,16,__,-,245
4,17,d,quantifier,17,_,-,519
4,17,d,Main-V1,18,__,-,285
4,17,d,Main-V2,19,__,-,295
4,17,d,DCL,20,__,-,240
4,17,d,DP,21,___,-,534
4,17,d,,?,Y,1,1064
4,21,d,comma,11,_,-,309
4,21,d,RC-V1,12,__,-,553
4,21,d,RC-V2,13,__,-,349
4,21,d,DE,14,_,-,323
4,21,d,HN,15,_,-,305
4,21,d,ADV,16,__,-,372
4,21,d,quantifier,17,_,-,385
4,21,d,Main-V1,18,__,-,320
4,21,d,Main-V2,19,__,-,409
4,21,d,DCL,20,__,-,1037
4,21,d,DP,21,___,-,983
4,21,d,,?,Y,1,1232
5,4,d,comma,11,_,-,424
5,4,d,RC-V1,12,__,-,355
5,4,d,RC-V2,13,__,-,363
5,4,d,DE,14,_,-,360
5,4,d,HN,15,_,-,354
5,4,d,ADV,16,__,-,424
5,4,d,quantifier,17,_,-,320
5,4,d,Main-V1,18,__,-,390
5,4,d,Main-V2,19,__,-,379
5,4,d,DCL,20,__,-,345
5,4,d,DP,21,___,-,765
5,4,d,,?,Y,1,3528
5,8,d,comma,11,_,-,200
5,8,d,RC-V1,12,__,-,210
5,8,d,RC-V2,13,__,-,209
5,8,d,DE,14,_,-,210
5,8,d,HN,15,_,-,215
5,8,d,ADV,16,__,-,210
5,8,d,quantifier,17,_,-,220
5,8,d,Main-V1,18,__,-,211
5,8,d,Main-V2,19,__,-,230
5,8,d,DCL,20,__,-,211
5,8,d,DP,21,___,-,340
5,8,d,,?,N,1,2623
5,12,d,comma,11,_,-,224
5,12,d,RC-V1,12,__,-,254
5,12,d,RC-V2,13,__,-,279
5,12,d,DE,14,_,-,269
5,12,d,HN,15,_,-,291
5,12,d,ADV,16,__,-,229
5,12,d,quantifier,17,_,-,200
5,12,d,Main-V1,18,__,-,216
5,12,d,Main-V2,19,__,-,329
5,12,d,DCL,20,__,-,325
5,12,d,DP,21,___,-,544
5,12,d,,?,Y,1,2478
5,16,d,comma,11,_,-,195
5,16,d,RC-V1,12,__,-,220
5,16,d,RC-V2,13,__,-,209
5,16,d,DE,14,_,-,224
5,16,d,HN,15,_,-,225
5,16,d,ADV,16,__,-,250
5,16,d,quantifier,17,_,-,260
5,16,d,Main-V1,18,__,-,261
5,16,d,Main-V2,19,__,-,274
5,16,d,DCL,20,__,-,320
5,16,d,DP,21,___,-,365
5,16,d,,?,N,1,2179
5,20,d,comma,11,_,-,205
5,20,d,RC-V1,12,__,-,210
5,20,d,RC-V2,13,__,-,170
5,20,d,DE,14,_,-,184
5,20,d,HN,15,_,-,175
5,20,d,ADV,16,__,-,185
5,20,d,quantifier,17,_,-,201
5,20,d,Main-V1,18,__,-,210
5,20,d,Main-V2,19,__,-,215
5,20,d,DCL,20,__,-,350
5,20,d,DP,21,___,-,360
5,20,d,,?,N,1,1109
5,24,d,comma,11,_,-,195
5,24,d,RC-V1,12,__,-,165
5,24,d,RC-V2,13,__,-,162
5,24,d,DE,14,_,-,177
5,24,d,HN,15,_,-,330
5,24,d,ADV,16,__,-,226
5,24,d,quantifier,17,_,-,200
5,24,d,Main-V1,18,__,-,204
5,24,d,Main-V2,19,__,-,197
5,24,d,DCL,20,__,-,228
5,24,d,DP,21,___,-,196
5,24,d,,?,Y,1,2331
6,3,d,comma,11,_,-,1624
6,3,d,RC-V1,12,__,-,1707
6,3,d,RC-V2,13,__,-,513
6,3,d,DE,14,_,-,598
6,3,d,HN,15,_,-,389
6,3,d,ADV,16,__,-,334
6,3,d,quantifier,17,_,-,336
6,3,d,Main-V1,18,__,-,423
6,3,d,Main-V2,19,__,-,485
6,3,d,DCL,20,__,-,524
6,3,d,DP,21,___,-,1042
6,3,d,,?,N,1,2373
6,7,d,comma,11,_,-,409
6,7,d,RC-V1,12,__,-,464
6,7,d,RC-V2,13,__,-,350
6,7,d,DE,14,_,-,329
6,7,d,HN,15,_,-,349
6,7,d,ADV,16,__,-,399
6,7,d,quantifier,17,_,-,449
6,7,d,Main-V1,18,__,-,355
6,7,d,Main-V2,19,__,-,300
6,7,d,DCL,20,__,-,260
6,7,d,DP,21,___,-,1052
6,7,d,,?,N,1,1771
6,11,d,comma,11,_,-,229
6,11,d,RC-V1,12,__,-,464
6,11,d,RC-V2,13,__,-,304
6,11,d,DE,14,_,-,350
6,11,d,HN,15,_,-,244
6,11,d,ADV,16,__,-,225
6,11,d,quantifier,17,_,-,379
6,11,d,Main-V1,18,__,-,255
6,11,d,Main-V2,19,__,-,240
6,11,d,DCL,20,__,-,350
6,11,d,DP,21,___,-,435
6,11,d,,?,N,1,1595
6,15,d,comma,11,_,-,215
6,15,d,RC-V1,12,__,-,414
6,15,d,RC-V2,13,__,-,319
6,15,d,DE,14,_,-,284
6,15,d,HN,15,_,-,250
6,15,d,ADV,16,__,-,230
6,15,d,quantifier,17,_,-,206
6,15,d,Main-V1,18,__,-,215
6,15,d,Main-V2,19,__,-,225
6,15,d,DCL,20,__,-,256
